Total_Stocks_Analyzed,Green_Stocks_Count,Red_Stocks_Count,Green_Stocks_Percentage,Red_Stocks_Percentage,Average_Market_Price,Average_Market_Volume
50,45,5,90.0,10.0,2449.42,6833474.65
